time,stimulus,condition,decision,neuron_0,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49
213,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,14.0,5.0,3.0,0.0,0.0,0.0,6.0,5.0,12.0,0.0,0.0,0.0,3.0,9.0,11.0,0.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,5.0,13.0,5.0,0.0,0.0,0.0,7.0,12.0,6.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,5.0
214,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,4.0,9.0,4.0,0.0,0.0,0.0,2.0,5.0,11.0,0.0,0.0,0.0,3.0,12.0,11.0,0.0,0.0,0.0,0.0,5.0
215,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,0.0,0.0,0.0,3.0,13.0,5.0,0.0,0.0,0.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,2.0,10.0,7.0,0.0,0.0,0.0,7.0,14.0,9.0,0.0,0.0,0.0,0.0,10.0
216,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,5.0,12.0,9.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0,4.0,13.0,5.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,5.0
217,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,7.0,13.0,5.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,5.0
218,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,9.0,11.0,3.0,0.0,0.0,0.0,8.0,10.0,8.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,7.0,10.0,7.0,0.0,0.0,0.0,2.0,14.0,9.0,0.0,0.0,0.0,0.0,12.0
219,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,12.0,14.0,3.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,0.0,0.0,3.0,13.0,16.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,0.0,5.0,7.0,5.0,0.0,0.0,0.0,3.0,13.0,9.0,0.0,0.0,0.0,0.0,10.0
220,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,0.0,0.0,0.0,6.0,8.0,10.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,9.0,12.0,2.0,0.0,0.0,0.0,9.0,5.0,9.0,0.0,0.0,0.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,8.0
221,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,9.0,14.0,2.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0
222,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,0.0,4.0,7.0,10.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,6.0
223,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,5.0,8.0,4.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,1.0,8.0,11.0,1.0,0.0,0.0,0.0,6.0,13.0,2.0,0.0,0.0,0.0,5.0,11.0,10.0,0.0,0.0,0.0,4.0,14.0,11.0,0.0,0.0,0.0,0.0,8.0
224,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,7.0,12.0,2.0,0.0,0.0,0.0,5.0,8.0,9.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,4.0,11.0,6.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,10.0
225,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,13.0,2.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,4.0,11.0,7.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,8.0,14.0,6.0,0.0,0.0,0.0,4.0,11.0,4.0,0.0,0.0,0.0,4.0,18.0,11.0,0.0,0.0,0.0,0.0,12.0
226,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,2.0,7.0,5.0,2.0,0.0,0.0,0.0,8.0,10.0,4.0,0.0,0.0,0.0,10.0,7.0,7.0,0.0,0.0,0.0,2.0,12.0,9.0,0.0,0.0,0.0,0.0,5.0
227,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,3.0,12.0,8.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,8.0
228,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,10.0,9.0,2.0,0.0,0.0,0.0,7.0,13.0,3.0,0.0,0.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,7.0
229,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0,3.0,12.0,6.0,0.0,0.0,0.0,0.0,6.0
230,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,8.0
231,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,8.0,7.0,10.0,0.0,0.0,0.0,9.0,11.0,9.0,0.0,0.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0.0,11.0
232,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0,7.0,15.0,8.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,7.0,13.0,4.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,9.0
233,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,3.0,10.0,7.0,0.0,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,13.0,11.0,1.0,0.0,0.0,0.0,5.0,10.0,7.0,0.0,0.0,0.0,3.0,10.0,9.0,0.0,0.0,0.0,1.0,9.0
234,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,9.0,12.0,8.0,0.0,0.0,0.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,0.0,0.0,0.0,9.0,11.0,6.0,0.0,0.0,0.0,3.0,11.0,3.0,0.0,0.0,0.0,2.0,9.0
235,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,6.0,4.0,9.0,0.0,0.0,0.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,8.0,13.0,4.0,0.0,0.0,0.0,6.0,13.0,7.0,0.0,0.0,0.0,0.0,10.0
236,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,6.0,9.0,4.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,1.0,12.0
237,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,8.0,13.0,1.0,0.0,0.0,0.0,8.0,9.0,6.0,0.0,0.0,0.0,4.0,9.0,9.0,0.0,0.0,0.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,13.0
238,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,5.0,11.0,7.0,0.0,0.0,0.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,10.0,9.0,5.0,0.0,0.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,1.0,5.0
239,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,2.0,14.0,11.0,0.0,0.0,0.0,0.0,5.0,14.0,2.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,8.0
240,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,8.0
241,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,3.0,10.0,5.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,9.0,6.0,2.0,0.0,0.0,0.0,8.0,11.0,4.0,0.0,0.0,0.0,5.0,8.0,9.0,0.0,0.0,0.0,3.0,13.0
242,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,0.0,0.0,8.0,5.0,10.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,0.0,0.0,1.0,9.0
243,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,10.0,12.0,3.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,7.0,12.0,7.0,0.0,0.0,0.0,4.0,11.0,9.0,0.0,0.0,0.0,0.0,8.0
244,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,9.0,5.0,12.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,10.0,8.0,4.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,2.0,14.0
245,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,17.0,7.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,4.0,13.0,2.0,0.0,0.0,0.0,1.0,12.0
246,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,5.0,12.0,9.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,13.0,4.0,0.0,0.0,0.0,4.0,5.0,12.0,0.0,0.0,0.0,4.0,8.0
247,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,4.0,9.0,5.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,2.0,6.0,12.0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,3.0,11.0,8.0,0.0,0.0,0.0,2.0,11.0
248,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,3.0,12.0,6.0,0.0,0.0,0.0,1.0,7.0,10.0,1.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,9.0
249,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,9.0,16.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,0.0,0.0,0.0,7.0,13.0,6.0,0.0,0.0,0.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,9.0,18.0,3.0,0.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,0.0,2.0,7.0
250,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0,0.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0,0.0,1.0,10.0,8.0,1.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,4.0,7.0
251,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,5.0,16.0,6.0,0.0,0.0,0.0,6.0,13.0,9.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,10.0,9.0,3.0,0.0,0.0,0.0,4.0,9.0
252,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,10.0,11.0,3.0,0.0,0.0,0.0,3.0,10.0,5.0,0.0,0.0,0.0,1.0,6.0,9.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,6.0,9.0,9.0,0.0,0.0,0.0,4.0,5.0
253,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,11.0,12.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,5.0,10.0,2.0,0.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,11.0,13.0,0.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,6.0,10.0,12.0,0.0,0.0,0.0,2.0,11.0
254,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.0,18.0,2.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,6.0,10.0,12.0,0.0,0.0,0.0,5.0,16.0,6.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,6.0,10.0,4.0,0.0,0.0,0.0,1.0,9.0
255,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,13.0,9.0,2.0,0.0,0.0,0.0,9.0,13.0,2.0,0.0,0.0,0.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,4.0,11.0,5.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,1.0,5.0
256,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0,2.0,16.0,9.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,0.0,0.0,6.0,11.0,6.0,0.0,0.0,0.0,6.0,14.0
257,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,11.0,4.0,0.0,0.0,0.0,11.0,11.0,5.0,0.0,0.0,0.0,4.0,11.0,8.0,0.0,0.0,0.0,1.0,11.0,13.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,2.0,13.0,8.0,0.0,0.0,0.0,5.0,10.0
258,0.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,16.0,8.0,0.0,0.0,0.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0,0.0,0.0,6.0,11.0,8.0,0.0,0.0,0.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,9.0,11.0,1.0,0.0,0.0,0.0,7.0,11.0,9.0,0.0,0.0,0.0,2.0,6.0
259,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,10.0,12.0,5.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,4.0,7.0
260,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,0.0,0.0,6.0,15.0,9.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,9.0,11.0,7.0,0.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,0.0,2.0,8.0
261,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,8.0,6.0,5.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,0.0,0.0,4.0,12.0,9.0,0.0,0.0,0.0,3.0,11.0
262,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,0.0,0.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,6.0,16.0,3.0,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.0,0.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,10.0,13.0,7.0,0.0,0.0,0.0,1.0,9.0
263,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,11.0,2.0,0.0,0.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,10.0
264,0.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,8.0,11.0,2.0,0.0,0.0,0.0,3.0,10.0
265,0.0,0.0,2.0,7.0,0.0,0.0,0.0,5.0,12.0,9.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,11.0,6.0,0.0,0.0,0.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,5.0,6.0
266,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,10.0,6.0,0.0,0.0,0.0,1.0,8.0,11.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,0.0,5.0,11.0
267,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,11.0,8.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,0.0,0.0,0.0,4.0,14.0,5.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,5.0,10.0,7.0,0.0,0.0,0.0,1.0,9.0
268,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,0.0,0.0,3.0,9.0
269,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,5.0,19.0,3.0,0.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,13.0,16.0,2.0,0.0,0.0,0.0,8.0,11.0,5.0,0.0,0.0,0.0,4.0,14.0
270,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,0.0,0.0,5.0,10.0,6.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,11.0,8.0,5.0,0.0,0.0,0.0,4.0,16.0
271,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,8.0,8.0,0.0,0.0,0.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,15.0,8.0,6.0,0.0,0.0,0.0,5.0,11.0,3.0,0.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,9.0,6.0,4.0,0.0,0.0,0.0,7.0,12.0,5.0,0.0,0.0,0.0,4.0,10.0
272,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,14.0,3.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,9.0,10.0,5.0,0.0,0.0,0.0,5.0,11.0,6.0,0.0,0.0,0.0,5.0,11.0,4.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,4.0,12.0,9.0,0.0,0.0,0.0,3.0,10.0
273,0.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,5.0,15.0,4.0,0.0,0.0,0.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.0,0.0,0.0,6.0,11.0,3.0,0.0,0.0,0.0,6.0,11.0
274,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,12.0,10.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.0,0.0,0.0,6.0,11.0,2.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,8.0,12.0,4.0,0.0,0.0,0.0,3.0,11.0
275,0.0,0.0,2.0,6.0,0.0,0.0,0.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,12.0,11.0,7.0,0.0,0.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,3.0,7.0
